WKT,GUID,WIJKNAAM,wvkId,sttNaam,op_10juli_naar_30kmu,snelheid_vanaf_10_juli
"LINESTRING Z (5.1204667813 52.0729810205 0,5.1205394988 52.0729785252 0,5.1206087239 52.0729761218 0,5.1206472881 52.0729735161 0,5.1207510321 52.0729678938 0)",65,Zuid,273307056,Diamantweg,Oranjebrug/Diamantweg,30
"LINESTRING Z (5.0887637687 52.1273286297 0,5.0888016061 52.127299995 0,5.0888020456 52.1273000087 0,5.0888331381 52.1272977818 0,5.0888649543 52.1272888795 0,5.0889060702 52.1272687557 0,5.0894082628 52.1269633158 0,5.0895698868 52.1268599954 0,5.0896081382 52.1268359534 0)",344,Overvecht,269319022,St.-Laurensdreef,Sint Laurensdreef,30
"LINESTRING Z (5.1449062653 52.112819307 0,5.1449467918 52.1128192347 0,5.1449667287 52.1128152929 0,5.1450062 52.1127954599 0,5.1450637133 52.1127727687 0,5.1450737874 52.1127663773 0,5.1450845169 52.1127554104 0)",120,Noordoost,276316025,R.A. Kartinistraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1181133992 52.1071439576 0,5.1181264795 52.107212171 0,5.1181332356 52.1072285609 0,5.1181832509 52.1075002064 0,5.1181970119 52.1075542902 0,5.1182065787 52.1075754438 0,5.1182200106 52.1075946649 0,5.1182379544 52.107611233 0,5.118257446 52.107623112 0,5.1182838163 52.1076334319 0,5.1183140684 52.1076402751 0,5.1183518397 52.1076441702 0,5.118396944 52.1076447573 0,5.1184816576 52.1076406762 0,5.1188892956 52.1076137407 0,5.1189628346 52.1076121802 0,5.1189940238 52.1076092913 0)",269,Noordoost,273315043,Van Lieflandlaan,Van Lieflandlaan,30
"LINESTRING Z (5.1008233242 52.1186957727 0,5.1011085921 52.1188165341 0,5.1012311388 52.1188649441 0,5.1012972008 52.1188944842 0,5.1013178771 52.1189001743 0,5.101415523 52.1189439696 0)",9,Overvecht,270317024,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1404306435 52.078473896 0,5.140437956 52.0784107001 0,5.1404534125 52.0783639541 0,5.1404685226 52.0783403363 0,5.1404820845 52.0783284348 0,5.1404990728 52.0783187022 0,5.1405192062 52.0783113336 0,5.1405460753 52.0783056976 0,5.1405890539 52.0783023415 0,5.1406538099 52.0783032749 0,5.1412089388 52.0783317563 0,5.1412311548 52.0783310926 0,5.1413565396 52.0783264177 0)",100,Oost,276308016,Israëlslaan,Israëlslaan,30
"LINESTRING Z (5.1196880452 52.0730230081 0,5.1196962121 52.0730217206 0,5.1197843197 52.0730106017 0,5.1198694702 52.0730039502 0,5.1203738 52.0729842114 0,5.1204667813 52.0729810205 0)",65,Zuid,273307057,Diamantweg,Oranjebrug/Diamantweg,30
"LINESTRING Z (5.1123361488 52.0980058526 0,5.1124574807 52.098055367 0,5.1128098678 52.0981637599 0,5.1129569446 52.0982063319 0,5.1130072404 52.0982391059 0)",231,Noordwest,601349587,Kaatstraat,Kaatstraat,30
"LINESTRING Z (5.122585321 52.0729145305 0,5.1226678045 52.0729153095 0)",65,Zuid,601165956,Diamantweg,Oranjebrug/Diamantweg,30
"LINESTRING Z (5.0865371085 52.1287244688 0,5.0875624706 52.1280963305 0)",344,Overvecht,268320001,St.-Laurensdreef,Sint Laurensdreef,30
"LINESTRING Z (5.0978094521 52.1223227722 0,5.0978531876 52.1223692794 0,5.0978666367 52.1223772919 0,5.0978905269 52.1223964771 0,5.0979267109 52.1224343381 0,5.0980319008 52.1225584541 0,5.0980527037 52.1225784163 0,5.0981244359 52.1226394106 0,5.0981466024 52.1226641515 0)",9,Overvecht,600776301,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1403045158 52.079567752 0,5.1403052921 52.0795687612 0,5.1403215031 52.0795805039 0,5.1403426885 52.0795890715 0,5.1403534104 52.0795914911 0)",100,Oost,600778795,Israëlslaan,Israëlslaan,30
"LINESTRING Z (5.0896081382 52.1268359534 0,5.0896783437 52.1267918281 0,5.0896790412 52.1267916941 0,5.0896947034 52.1267855174 0,5.0897172394 52.1267736452 0,5.0904591757 52.1263225855 0,5.0905421619 52.1262709427 0,5.0905771714 52.1262456366 0,5.0905784724 52.1262441182 0,5.0906341299 52.1262120986 0)",344,Overvecht,269319023,St.-Laurensdreef,Sint Laurensdreef,30
"LINESTRING Z (5.0968754996 52.1212933632 0,5.0969077711 52.1213344434 0,5.0969140575 52.121346981 0,5.096942278 52.1213814028 0,5.0971619459 52.1216229685 0,5.0971798606 52.1216432528 0)",9,Overvecht,270318040,Japurádreef,Japuradreef,30
"LINESTRING Z (5.102048246 52.0626364525 0,5.102077583 52.0626524655 0,5.1021152105 52.0626686388 0,5.1021761013 52.0626912283 0,5.1030620461 52.0630052112 0,5.1031777774 52.063045637 0,5.1032394239 52.0630639853 0,5.1032682438 52.0630701207 0,5.1032974377 52.0630740837 0,5.1033273211 52.0630757869 0,5.1033624998 52.0630753602 0,5.1034439213 52.0630693902 0,5.1035805987 52.0630558457 0,5.1037102689 52.0630425745 0)",44,Zuidwest,601349679,Zeelantlaan,Zeelantlaan,30
"LINESTRING Z (5.0207076213 52.1040003219 0,5.020829481 52.1039513664 0,5.0209841873 52.1038936738 0,5.0210622269 52.103859487 0,5.0211085238 52.1038177236 0)",141,Vleuten - De Meern,600769767,Hindersteinlaan,Hindersteinlaan ,30
"LINESTRING Z (5.0976147156 52.1221028816 0,5.097669785 52.1221587948 0,5.0976738595 52.122167729 0,5.097691938 52.1221907415 0,5.0977619056 52.1222674725 0,5.0977769196 52.1222881774 0,5.0978094521 52.1223227722 0)",9,Overvecht,270318037,Japurádreef,Japuradreef,30
"LINESTRING Z (5.0966167051 52.1210269807 0,5.0966652165 52.1210812263 0,5.0966715593 52.121090674 0,5.0967192623 52.1211446452 0,5.0967528786 52.1211784952 0)",9,Overvecht,270318042,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1136439473 52.0984466858 0,5.1132229475 52.0983078663 0,5.1130072404 52.0982391059 0)",231,Noordwest,601349588,Kaatstraat,Kaatstraat,30
"LINESTRING Z (5.0979357835 52.1184137031 0,5.0980674513 52.1183240414 0)",9,Overvecht,270317051,Japurádreef,Japuradreef,30
"LINESTRING Z (5.0961323919 52.1194962546 0,5.0961857662 52.1194678715 0,5.0965437568 52.1192495356 0,5.0966233074 52.1191990692 0,5.0966905055 52.1191650133 0)",9,Overvecht,270318045,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1197731562 52.1080592815 0,5.1198865315 52.1081317807 0)",269,Noordoost,273315100,Van Lieflandlaan,Van Lieflandlaan,30
"LINESTRING Z (5.140348788 52.0790452542 0,5.1403443322 52.0790837335 0,5.1402876676 52.0794962069 0,5.1402869688 52.079521337 0,5.140289346 52.0795396973 0,5.1402957515 52.0795563593 0,5.1403045158 52.079567752 0)",100,Oost,600778794,Israëlslaan,Israëlslaan,30
"LINESTRING Z (5.0906341299 52.1262120986 0,5.0906920947 52.126178751 0,5.0907135592 52.1261709215 0,5.0907478858 52.1261536508 0,5.0913364459 52.1257941439 0,5.091448036 52.1257283601 0)",344,Overvecht,269319024,St.-Laurensdreef,Sint Laurensdreef,30
"LINESTRING Z (5.0457136198 52.1221043321 0,5.0458168171 52.1221538843 0,5.045837403 52.1221653434 0,5.0459016201 52.1222046497 0,5.0464172326 52.1225363935 0,5.0465312052 52.1226066272 0,5.0465591866 52.1226226025 0,5.0466133898 52.1226578357 0)",294,West,263318005,Ambachtsweg,Ambachtsweg,30
"LINESTRING Z (5.0466133898 52.1226578357 0,5.047827081 52.1234333491 0)",294,West,601170345,Ambachtsweg,Ambachtsweg,30
"LINESTRING Z (5.097481406 52.1219673083 0,5.0975293843 52.1220200926 0,5.0975469988 52.1220346964 0,5.0975891059 52.122076881 0,5.0976147156 52.1221028816 0)",9,Overvecht,270318038,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1188812102 52.0731952665 0,5.1189324286 52.0731713821 0,5.1189598186 52.0731622505 0,5.1190723486 52.0731473082 0,5.1194849116 52.0730577241 0,5.1195830162 52.0730395696 0,5.1196880452 52.0730230081 0)",65,Zuid,273307058,Diamantweg,Oranjebrug/Diamantweg,30
"LINESTRING Z (5.0971798606 52.1216432528 0,5.0972387983 52.1217099839 0,5.0972515637 52.1217198077 0,5.09744931 52.1219305502 0,5.09745734 52.1219408325 0,5.097481406 52.1219673083 0)",9,Overvecht,270318039,Japurádreef,Japuradreef,30
"LINESTRING Z (5.0960117531 52.1203216111 0,5.0960773264 52.1203948772 0,5.0960901804 52.1204024257 0,5.0961081756 52.1204155701 0,5.0961234622 52.1204296175 0,5.0961463272 52.1204570911 0,5.0962092525 52.1205444512 0,5.0962781178 52.120626895 0,5.0963750372 52.1207535258 0,5.0964395618 52.1208326558 0,5.0965889841 52.1209959837 0,5.0966167051 52.1210269807 0)",9,Overvecht,270318043,Japurádreef,Japuradreef,30
"LINESTRING Z (5.1457671885 52.1119083885 0,5.1457940303 52.1119793639 0,5.1457996905 52.1119922824 0,5.1458776893 52.1123078684 0,5.1458845965 52.1123275314 0,5.1458900722 52.1123703529 0)",120,Noordoost,276316037,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1456487467 52.1115054066 0,5.1456660472 52.1115624669 0,5.1457562987 52.1118795908 0,5.1457671885 52.1119083885 0)",120,Noordoost,276316038,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.0544257495 52.0714291342 0,5.0545845792 52.071402652 0)",374,Vleuten - De Meern,600241527,Oudenrijnsepad,Oudenrijnsepad,30
"LINESTRING Z (5.1194134825 52.1003399925 0,5.1195090953 52.1004014495 0,5.119512024 52.100403492 0,5.1195810888 52.1004406075 0,5.1197300642 52.1005290138 0,5.1205700984 52.1010026297 0,5.1206840751 52.1010723208 0,5.1207768906 52.1011217283 0,5.1208946725 52.1011897794 0)",219,Noordoost,273313031,Willem van Noortstraat,Willem van Noortstraat/plein,30
"LINESTRING Z (5.1201245626 52.0594312272 0,5.120168551 52.0595215293 0)",193,Zuid,273304009,IJsselsteinlaan,IJsselsteinlaan,30
"LINESTRING Z (5.156642088 52.0857043904 0,5.1567216496 52.0856514229 0,5.1567467239 52.0856363666 0,5.1575831149 52.0850945919 0,5.1576121647 52.0850751884 0,5.1576256671 52.085063888 0,5.1576260091 52.0850504057 0,5.1576202944 52.0850395873 0,5.1576087358 52.0850289042 0,5.1575872438 52.0850144006 0,5.1568744117 52.0845936266 0,5.1567976163 52.0845506739 0)",188,Oost,278310012,Vergiliuslaan,Vergiliuslaan,30
"LINESTRING Z (5.1452682716 52.1089515862 0,5.1452051113 52.1089002949 0,5.1451900395 52.1088786917 0,5.1449949357 52.1084604236 0,5.1449805883 52.1084269262 0,5.1449761366 52.1084112032 0,5.1449410811 52.1083208785 0)",120,Noordoost,276315063,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.138988034 52.078508155 0,5.1389756449 52.0784723772 0,5.1389893039 52.0784609309 0,5.1390345749 52.0784309412 0,5.1390518376 52.0784220146 0,5.1390747521 52.0784143052 0,5.1390997808 52.0784096633 0,5.1391263946 52.0784075064 0,5.139168162 52.0784074117 0,5.1392396335 52.0784105657 0,5.1402866351 52.0784665319 0,5.140322681 52.0784691536 0,5.1404306435 52.078473896 0)",57,Oost,275309036,Breitnerlaan,Breitnerlaan,30
"LINESTRING Z (5.1374714713 52.078475981 0,5.137527685 52.0784614772 0,5.1375482667 52.0784596315 0,5.1375809737 52.0784598372 0,5.138852831 52.0785267986 0,5.1388605422 52.0785249148 0,5.138988034 52.078508155 0)",57,Oost,275308039,Breitnerlaan,Breitnerlaan,30
"LINESTRING Z (5.1033033787 52.1170873652 0,5.1034019697 52.1171321551 0,5.1034498828 52.1171584283 0,5.1035198208 52.1172016708 0,5.1035474352 52.117220151 0,5.1035517008 52.117223698 0,5.1036234312 52.1172675146 0)",101,Overvecht,271317069,Argentiniëdreef,Argentiniëdreef,30
"LINESTRING Z (5.1208946725 52.1011897794 0,5.1210983775 52.1013080148 0,5.1212430565 52.1013845705 0,5.1222052589 52.1019272633 0,5.1222631903 52.1019585459 0,5.1225323289 52.1021139736 0)",219,Noordoost,273314021,Willem van Noortstraat,Willem van Noortstraat/plein,30
"LINESTRING Z (5.0432958357 52.1157463467 0,5.043353261 52.1157938417 0,5.0433582887 52.1157952414 0,5.0433793867 52.1158032402 0,5.0433997017 52.115814539 0,5.0434253814 52.1158329575 0,5.0443480598 52.1166005567 0,5.0443834103 52.1166276973 0,5.0444687296 52.1166798144 0)",301,West,262317032,Positronweg,Positronweg,30
"LINESTRING Z (5.1440724353 52.1074470054 0,5.1441089992 52.1074789865 0,5.1442590585 52.1076116717 0,5.1444610685 52.1078051196 0,5.1445626978 52.1079087767 0,5.1446640777 52.1080165174 0,5.1447451093 52.1081084287 0,5.1447914593 52.1081616092 0)",120,Noordoost,276315027,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1036234312 52.1172675146 0,5.1036674687 52.1172944147 0,5.1037052844 52.1173170422 0,5.10396078 52.1174763093 0)",101,Overvecht,601170258,Argentiniëdreef,Argentiniëdreef,30
"LINESTRING Z (5.1454499609 52.1130756322 0,5.1454238553 52.1130764281 0,5.1453679241 52.1130745807 0,5.1453135796 52.1130692706 0,5.1452562546 52.1130597858 0,5.1452003513 52.1130465756 0,5.1451506845 52.1130312228 0,5.1451040822 52.113012876 0,5.1450605234 52.1129913635 0,5.1450202419 52.1129669088 0,5.1449854114 52.1129405984 0,5.1449630883 52.1129185093 0,5.1449459813 52.1128953514 0,5.1449062653 52.112819307 0)",120,Noordoost,600911883,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.120168551 52.0595215293 0,5.12020043 52.0595672995 0,5.1203214408 52.059823648 0,5.1203994913 52.0599743136 0,5.1205080442 52.0602054823 0,5.1205392087 52.0602721849 0)",193,Zuid,273304008,IJsselsteinlaan,IJsselsteinlaan,30
"LINESTRING Z (5.1450793819 52.1100321386 0,5.1451162619 52.1101006619 0,5.1451774666 52.110242301 0,5.1452059886 52.110310462 0)",120,Noordoost,276316042,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1455108791 52.1111099488 0,5.1455417712 52.1111827641 0,5.1455522081 52.1112026482 0,5.1456339032 52.1114564488 0,5.1456487467 52.1115054066 0)",120,Noordoost,276316039,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.10396078 52.1174763093 0,5.1044364457 52.1177728208 0,5.1044615471 52.1177900715 0,5.1044802223 52.1178058121 0,5.1044915873 52.1178198895 0,5.1044966217 52.1178316507 0,5.1044972467 52.1178427255 0,5.1044934736 52.1178527157 0,5.1044815344 52.1178668776 0,5.1044682888 52.1178782266 0,5.104414606 52.117911034 0)",101,Overvecht,601170259,Argentiniëdreef,Argentiniëdreef,30
"LINESTRING Z (5.1459381811 52.1126391477 0,5.1459488032 52.1126732604 0,5.1459588765 52.1126929883 0,5.1459703526 52.11273767 0,5.145972876 52.1127670608 0,5.1459679783 52.1127987168 0,5.1459537674 52.112837537 0,5.1459349151 52.1128699473 0,5.1459078747 52.1129063415 0,5.1458831301 52.1129303826 0,5.1458427738 52.1129616875 0,5.1457970592 52.1129901205 0,5.1457522991 52.1130126151 0,5.1457051316 52.1130313325 0,5.1456507104 52.1130480658 0,5.1455969618 52.1130602812 0,5.1455401855 52.1130692098 0,5.1454816937 52.1130746644 0,5.1454499609 52.1130756322 0)",120,Noordoost,600911882,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1436865561 52.1071222952 0,5.1437661518 52.1071793755 0,5.1437750205 52.1071896518 0,5.1439225326 52.1073090874 0,5.1439835842 52.1073695205 0,5.1440081696 52.1073907937 0,5.1440724353 52.1074470054 0)",120,Noordoost,276315029,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1447914593 52.1081616092 0,5.1448279372 52.1082034643 0,5.144859852 52.1082405058 0,5.1448982452 52.1082775301 0,5.1449326423 52.1083141623 0,5.1449410811 52.1083208785 0)",120,Noordoost,276315026,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1449410811 52.1083208785 0,5.1450057675 52.1083686057 0,5.1450257845 52.1083872674 0,5.1450443861 52.1084106889 0,5.145106366 52.1085280861 0,5.1451630305 52.1086399833 0,5.1452162945 52.1087704411 0,5.1452287792 52.1087896858 0,5.1452487562 52.1088025725 0,5.1452709511 52.1088960823 0,5.1452682716 52.1089515862 0)",120,Noordoost,276315025,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1458900722 52.1123703529 0,5.1458980567 52.1124328015 0,5.1458974826 52.1124420706 0,5.1459191582 52.1125591507 0,5.1459206523 52.11258285 0,5.1459381811 52.1126391477 0)",120,Noordoost,276316034,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1453540123 52.1106776367 0,5.1453710505 52.1107220601 0,5.1453719426 52.1107258162 0,5.1454006079 52.1108110738 0,5.1454078065 52.1108766744 0,5.1454130995 52.1109031929 0,5.1454272347 52.1109464526 0,5.1454430639 52.1109841909 0,5.1454565037 52.1110078247 0,5.1454856745 52.1110506631 0,5.1454965107 52.1110728184 0,5.1454985084 52.1110807913 0,5.1455108791 52.1111099488 0)",120,Noordoost,276316040,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1452059886 52.110310462 0,5.1452211714 52.1103467429 0,5.1453339081 52.1106252203 0,5.1453540123 52.1106776367 0)",120,Noordoost,276316041,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1433790981 52.1068736321 0,5.1433854397 52.1068858061 0,5.1434049043 52.106908365 0,5.1434399085 52.106939252 0,5.1436631203 52.1071054895 0,5.1436865561 52.1071222952 0)",120,Noordoost,276315030,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1450793819 52.1100321386 0,5.1450641099 52.1100037634 0,5.1450521395 52.1099835615 0,5.1450463377 52.1099693898 0,5.1450390071 52.1099361261 0,5.1450308745 52.1099132285 0,5.1449361601 52.1097004214 0,5.1449233581 52.1096542656 0,5.144915757 52.1096052156 0,5.1449150553 52.1095633549 0,5.144920044 52.1095184671 0,5.1449302393 52.1094733876 0,5.1449448496 52.1094308672 0,5.1449642582 52.1093888608 0,5.1449868402 52.1093509343 0,5.1450117035 52.109317094 0,5.1450424964 52.1092821558 0,5.1451545398 52.1091780224 0,5.1451910797 52.1091381957 0,5.1452133369 52.1091062797 0,5.14523084 52.1090729527 0,5.14524074 52.109047588 0,5.1452536708 52.1090032449 0,5.1452682716 52.1089515862 0)",120,Noordoost,276316043,Aartsbisschop Romerostraat,Aartsbisschop Romerostraat,30
"LINESTRING Z (5.1205392087 52.0602721849 0,5.1205564691 52.0603091254 0,5.1205946289 52.0603912161 0,5.1206259558 52.060467423 0,5.1206356058 52.060498788 0)",193,Zuid,273304007,IJsselsteinlaan,IJsselsteinlaan,30
"LINESTRING Z (5.104414606 52.117911034 0,5.1039973918 52.1181659986 0,5.1039552423 52.1181938065 0,5.1039323435 52.1182119254 0,5.1038633532 52.1182647339 0)",101,Overvecht,601170257,Argentiniëdreef,Argentiniëdreef,30
"LINESTRING Z (5.1062722896 52.0612471546 0,5.1061357036 52.0612234522 0,5.105544347 52.0611468936 0,5.1054477694 52.061120061 0)",144,Zuidwest,601187210,Drommedarislaan,Drommedarislaan,30
"LINESTRING Z (5.1185939093 52.110860704 0,5.1186269176 52.1108421297 0,5.1186875492 52.1108144171 0,5.1187274993 52.1107925968 0,5.1191635084 52.1105270035 0,5.1192296827 52.1104845618 0,5.1192429952 52.1104732419 0,5.1192606661 52.1104537338 0,5.1192747423 52.1104443274 0)",176,Overvecht,601277227,Suze Noiretdreef,Suze Noiretdreef,30
"LINESTRING Z (5.1006322418 52.0610246838 0,5.1006871797 52.0610065759 0,5.1007277994 52.0609957837 0,5.1007584187 52.0609895925 0,5.1008289127 52.0609798731 0,5.1010063996 52.0609594146 0,5.1011336882 52.0609476586 0,5.1014744771 52.0609207571 0,5.1017952237 52.0609026665 0,5.1028464904 52.0608645357 0,5.1032233735 52.0608546308 0,5.1032887628 52.0608560052 0,5.1033320877 52.0608613755 0,5.1034249904 52.0608670521 0)",144,Zuidwest,270305014,Drommedarislaan,Drommedarislaan,30
"LINESTRING Z (5.1411676276 52.0909152305 0,5.1412528876 52.0909659642 0,5.1413545569 52.090993435 0,5.1416258516 52.0910715937 0,5.1417279074 52.0911050349 0,5.1418230278 52.0911435595 0,5.1419142179 52.0911870428 0,5.1419565874 52.091212407 0,5.1420073409 52.0912543564 0)",140,Oost,276311058,Prinses Marijkelaan,Pr. Marijkelaan,30
"LINESTRING Z (5.056412409 52.1166872 0,5.0563965434 52.1167244804 0,5.0562463207 52.1168925571 0,5.0546109942 52.1170301743 0)",289,West,601009008,Fermiweg,Fermiweg,30
"LINESTRING Z (5.1407483062 52.0907477863 0,5.1408499699 52.0907474862 0,5.1408859213 52.0907807478 0,5.140908686 52.0907979167 0,5.140944402 52.0908177613 0,5.1409924805 52.0908385692 0,5.1410311566 52.0908518866 0,5.1410829618 52.0908663441 0,5.1410898962 52.0908673176 0,5.1411676276 52.0909152305 0)",140,Oost,276311073,Prinses Marijkelaan,Pr. Marijkelaan,30
"LINESTRING Z (5.1054477694 52.061120061 0,5.1055893166 52.0611127563 0,5.1060773545 52.061176702 0,5.1061267607 52.061173015 0,5.1062303593 52.0611165713 0)",144,Zuidwest,601187212,Drommedarislaan,Drommedarislaan,30
"LINESTRING Z (5.1840483029 52.083092854 0,5.1840929664 52.0830930371 0,5.1858515266 52.0830950812 0,5.1859497724 52.0830956832 0)",390,Oost,601169952,Yalelaan,Yalelaan,30
"LINESTRING Z (5.0542483697 52.1212876314 0,5.0513670267 52.1194887986 0,5.050627955 52.119013004 0,5.0502579528 52.118774807 0,5.0502744035 52.1186377318 0,5.0504720649 52.1184984862 0,5.0512905952 52.118224102 0,5.0548062876 52.1178827783 0)",289,West,264318003,Fermiweg,Fermiweg,30
"LINESTRING Z (5.1034249904 52.0608670521 0,5.1034780068 52.0608702922 0,5.1035161254 52.0608702625 0,5.1035863615 52.0608771769 0,5.1049447641 52.0610557417 0,5.1049795168 52.0610615664 0,5.1050037187 52.0610675205 0,5.1051206842 52.06107958 0,5.1052336351 52.061093768 0,5.1054477694 52.061120061 0)",144,Zuidwest,601187211,Drommedarislaan,Drommedarislaan,30
"LINESTRING Z (5.1226007321 52.1128119874 0,5.1233332555 52.1123732096 0)",135,Overvecht,601170153,Carmendreef,Carmendreef,30
"LINESTRING Z (5.0513816334 52.1057740548 0,5.0513924965 52.1057621388 0,5.0514071066 52.1057496249 0,5.0514495852 52.1057212499 0,5.0518620001 52.1054835044 0,5.0522584883 52.1052456395 0,5.0526070102 52.1050277149 0,5.0529175419 52.104823499 0,5.0533130139 52.1045498964 0,5.0536521561 52.1043043415 0,5.0539734289 52.1040582373 0,5.0543207273 52.1037800929 0,5.0543537582 52.1037560854 0,5.0543819641 52.1037394821 0,5.0544115771 52.1037273957 0,5.0544391729 52.1037213886 0,5.0544577311 52.1037206643 0)",336,Leidsche Rijn,263315024,Middenwetering,Middenwetering,30
"LINESTRING Z (5.1233332555 52.1123732096 0,5.12371274 52.112122738 0,5.1236921004 52.1120855936 0,5.1236597675 52.1120546366 0)",135,Overvecht,601170154,Carmendreef,Carmendreef,30
"LINESTRING Z (5.1804040088 52.0830855659 0,5.1805564273 52.0830869739 0,5.1819080666 52.0830879847 0,5.1830061472 52.0830911257 0,5.1832685761 52.083094443 0,5.1832759388 52.0830932667 0,5.1833733554 52.0830917384 0)",390,Oost,281309006,Yalelaan,Yalelaan,30
"LINESTRING Z (5.1767537907 52.0830994027 0,5.1767887055 52.0830952964 0,5.1768298465 52.0830835388 0,5.1768497582 52.0830803144 0,5.1769783574 52.0830803469 0,5.1801753991 52.0830875884 0,5.1802891348 52.083087088 0,5.1803583296 52.0830847918 0,5.1804040088 52.0830855659 0)",390,Oost,281309012,Yalelaan,Yalelaan,30
"LINESTRING Z (5.1221641075 52.1130774766 0,5.1226007321 52.1128119874 0)",135,Overvecht,601170147,Carmendreef,Carmendreef,30
"LINESTRING Z (5.1833733554 52.0830917384 0,5.1834348673 52.0830907734 0,5.183463899 52.0830915193 0,5.1838911525 52.0830922108 0,5.1840483029 52.083092854 0)",390,Oost,601169951,Yalelaan,Yalelaan,30
"LINESTRING Z (5.1121699265 52.0979909994 0,5.1121089502 52.0980536812 0)",201,Noordwest,601349601,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.1120478167 52.0979503675 0,5.112097858 52.0979082968 0)",201,Noordwest,601349606,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.112097858 52.0979082968 0,5.1121795079 52.0978396546 0)",201,Noordwest,601349607,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.0525142854 52.0757879868 0,5.0525367668 52.0758336086 0,5.0525436005 52.0758369508 0,5.0525574877 52.0758458426 0,5.0525706151 52.0758580372 0,5.0525884039 52.0758839554 0,5.0526572161 52.0760088066 0,5.0541582913 52.0789892228 0,5.0541779904 52.0790325804 0,5.0542083502 52.0791124337 0,5.054209162 52.0791203859 0,5.0542117423 52.0792043475 0)",341,Vleuten - De Meern,264308001,Molensteijn,Molensteyn,30
"LINESTRING Z (5.1252181911 52.0811271972 0,5.1250589279 52.0811394341 0,5.1248796792 52.0811936025 0,5.1248623231 52.0811981397 0)",126,Oost,600241496,Tolsteegsingel,Ledig erf / Vaartscherijnbrug,30
"LINESTRING Z (5.0491541864 52.0818275285 0,5.0494954567 52.0818347623 0)",34,Vleuten - De Meern,600771741,Rijksstraatweg,Rijksstraatweg,30
"LINESTRING Z (5.1132251757 52.0969117868 0,5.1131610592 52.097005869 0,5.113085972 52.0970897871 0,5.1127859884 52.0974011336 0)",201,Noordwest,601349566,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.1018688135 52.1018644003 0,5.1019248275 52.101902548 0,5.1019496868 52.1019310428 0,5.1020097112 52.1020093481 0,5.102043802 52.1020484109 0,5.1020935017 52.1021006528 0,5.1021142643 52.102128237 0,5.102131485 52.1021654066 0)",67,Noordwest,600776259,Acaciastraat,Acaciastraat ,30
"LINESTRING Z (5.112150866 52.11936304 0,5.1124736435 52.1192243366 0,5.1125312903 52.1191932182 0)",19,Overvecht,600972558,Oranjerivierdreef,Oranjerivierdreef,30
"LINESTRING Z (5.1119789196 52.0980057874 0,5.1120478167 52.0979503675 0)",201,Noordwest,600777186,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.1089001306 52.1002425391 0,5.1089009209 52.1002903136 0)",201,Noordwest,601187388,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.102131485 52.1021654066 0,5.1021400138 52.1022145443 0,5.1021548483 52.1022480365 0,5.1021591725 52.1022707769 0)",67,Noordwest,600776258,Acaciastraat,Acaciastraat ,30
"LINESTRING Z (5.1087645586 52.1002143053 0,5.108820824 52.1001082149 0,5.1088287668 52.1000926591 0,5.1090505999 52.0996725158 0)",201,Noordwest,600776758,Oudenoord,Oudenoord ,30
"LINESTRING Z (5.11353898 52.1111044505 0,5.1125125118 52.1104807494 0,5.1125028442 52.1104742177 0,5.1124946882 52.11046472 0,5.1124920891 52.1104536541 0,5.1124949443 52.1104446439 0)",106,Overvecht,601011786,De Charmantedreef,De Charmantedreef,30
